amoxiclav,5,12.5,25,13.75,2,1,1,1,7,8-12
amoxiclav,5,None,None,8.75,2,1,1,1,None,8
amoxiclav,5,None,None,8.75,2,1,1,1,None,24
amoxiclav,5,12.5,20,None,3,5,1,1,None,12
amoxiclav,5,None,None,100,3,8,1,1,None,12
enrofloxacin,1,None,None,5,2,1,1,1,None,24
enrofloxacin,1,None,None,2.5,2,1,1,1,None,12
enrofloxacin,1,None,None,5,2,1,1,1,None,24
