5|3|175|mg/ml
5|1|50|mg
5|1|250|mg
5|1|500|mg
5|2|50|mg/ml
1|3|25|mg/ml
1|3|50|mg/ml
1|3|100|mg/ml
1|1|15|mg
1|1|50|mg
1|1|150|mg
1|2|25|mg/ml
